# tick 10000
[agents]
entity	resources	trust_baseline	age	venture_chance
475	31800.4727	0.3535	10001	0.4000
476	32702.4375	0.1505	10001	0.4000
477	30258.0137	0.0672	10001	0.4000
478	29793.4648	-0.2501	10001	0.4000
479	36303.3516	0.4062	10001	0.4000
480	31954.9727	0.1820	10001	0.4000
481	29447.4180	0.0362	10001	0.4000
482	30876.7930	0.1083	10001	0.4000
483	35259.6328	0.3881	10001	0.4000
484	37128.9414	0.3295	10001	0.4000
485	29556.1250	-0.0857	10001	0.4000
486	28554.5820	0.0506	10001	0.4000
487	31048.8086	0.1805	10001	0.4000
488	33103.7656	0.3488	10001	0.4000
489	29037.7930	-0.2702	10001	0.4000
490	31702.3789	0.3627	10001	0.4000
491	34473.3945	0.3531	10001	0.4000
492	35226.2656	0.4483	10001	0.4000
493	29069.1367	0.1472	10001	0.4000
494	27994.4648	-0.0788	10001	0.4000
658	29824.0391	0.1627	9950	0.4000
699	29181.1367	-0.1374	9900	0.4000
719	24931.5918	-0.2379	9850	0.4000
738	36268.8516	0.4453	9800	0.4000
765	27692.5078	0.1304	9750	0.4000
789	30113.8867	0.2903	9700	0.4000
819	29194.7871	0.1452	9650	0.4000
841	27240.8848	0.0435	9600	0.4000
870	27321.2754	0.2187	9550	0.4000
896	31097.0391	0.3990	9500	0.4000
921	26257.6680	0.1386	9450	0.4000
954	32139.3320	0.4982	9400	0.4000
985	30567.0508	0.3623	9350	0.4000
1018	25247.6270	0.0939	9300	0.4000
1050	28106.9062	0.2954	9250	0.4000
1087	22830.8633	-0.0748	9200	0.4000
1114	22122.8750	0.1448	9150	0.4000
1148	26327.2402	0.2965	9100	0.4000
1184	22737.3555	-0.0927	9050	0.4000
1219	23705.0801	-0.0178	9000	0.4000
1255	21879.8457	-0.2533	8950	0.4000
1288	22390.0898	-0.0451	8900	0.4000
1328	22603.7969	0.0659	8850	0.4000
1373	27902.5664	0.4288	8800	0.4000
1405	24020.4805	0.2095	8750	0.4000
1454	27266.5449	0.4615	8700	0.4000
1502	21358.3086	0.0212	8650	0.4000
1550	23277.3164	-0.2005	8600	0.4000
1592	21782.1230	-0.0345	8550	0.4000
1641	22991.5430	0.1195	8500	0.4000
1691	20593.4180	-0.2580	8450	0.4000
1748	25760.3008	0.4186	8400	0.4000
1797	21141.3262	0.2156	8350	0.4000
1837	19205.6445	-0.1455	8300	0.4000
1886	21664.8516	0.1014	8250	0.4000
